oa_code,All people aged 16 to 64 in households,AB Higher and intermediate managerial/administrative/professional,"C1 Supervisory, clerical, junior managerial/administrative/professional",C2 Skilled manual workers,"DE Semi-skilled and unskilled manual workers; on state benefit, unemployed, lowest grade workers"
S00107445,57,12,36,2,7
S00107446,55,13,26,6,10
S00107447,49,3,16,18,12
S00107448,113,7,39,34,33
S00107449,87,4,30,12,41
S00107450,83,49,32,2,0
S00107451,73,45,14,11,3
S00107452,60,33,21,6,0
S00107453,82,39,26,6,11
S00107454,145,90,27,18,10
S00107455,39,27,6,2,4
S00107456,53,14,19,11,9
S00107457,85,35,18,18,14
S00107458,87,53,22,9,3
S00107459,97,29,32,10,26
S00107460,64,12,16,22,14
S00107461,53,10,28,3,12
S00107462,56,18,30,6,2
S00107463,96,32,41,12,11
S00107464,87,18,32,27,10
S00107465,119,25,40,36,18
S00107466,112,16,52,22,22
S00107467,57,11,18,14,14
S00107468,30,7,8,7,8
S00107469,55,9,6,11,29
S00107470,52,8,20,8,16
S00107471,85,34,38,6,7
S00107472,66,28,17,10,11
S00107473,67,23,25,14,5
S00107474,61,29,30,0,2
S00107475,76,31,23,15,7
S00107476,51,24,19,5,3
S00107477,6,0,0,2,4
S00107478,71,18,21,17,15
S00107479,88,4,23,35,26
S00107480,54,4,19,12,19
S00107481,86,6,36,11,33
S00107482,91,8,33,21,29
S00107483,106,20,44,5,37
S00107484,56,5,21,14,16
S00107485,80,1,9,13,57
S00107486,22,0,1,8,13
S00107487,102,10,19,36,37
S00107488,125,1,16,27,81
S00107489,81,6,5,6,64
S00107490,61,0,12,15,34
S00107491,97,9,27,20,41
S00107492,66,6,20,18,22
S00107493,95,6,23,20,46
S00107494,44,0,7,9,28
S00107495,65,0,21,11,33
S00107496,122,4,23,22,73
S00107497,61,4,8,8,41
S00107498,42,0,7,13,22
S00107499,78,7,16,26,29
S00107500,71,5,18,26,22
S00107501,111,12,25,19,55
S00107502,40,2,9,10,19
S00107503,77,5,19,8,45
S00107504,62,9,19,11,23
S00107505,112,7,23,36,46
S00107506,64,5,12,18,29
S00107507,106,25,33,29,19
S00107508,98,70,22,3,3
S00107509,89,48,34,7,0
S00107510,40,27,7,3,3
S00107511,60,18,12,15,15
S00107512,59,11,26,18,4
S00107513,63,14,17,9,23
S00107514,95,11,29,13,42
S00107515,57,24,25,0,8
S00107516,73,19,46,5,3
S00107517,66,15,26,11,14
S00107518,81,18,39,9,15
S00107519,63,31,21,4,7
S00107520,133,73,39,11,10
S00107521,87,31,37,0,19
S00107522,102,31,30,16,25
S00107523,145,51,50,26,18
S00107524,103,39,35,19,10
S00107525,122,44,39,20,19
S00107526,77,10,37,16,14
S00107527,31,4,10,6,11
S00107528,48,7,19,9,13
S00107529,70,33,18,14,5
S00107530,134,36,45,28,25
S00107531,75,15,15,33,12
S00107532,75,24,36,8,7
S00107533,86,28,32,10,16
S00107534,120,65,31,13,11
S00107535,106,7,28,29,42
S00107536,64,5,27,25,7
S00107537,79,3,25,12,39
S00107538,32,0,10,11,11
S00107539,48,4,10,12,22
S00107540,90,24,38,12,16
S00107541,96,13,49,16,18
S00107542,118,33,50,20,15
S00107543,105,13,55,15,22
S00107544,107,26,37,20,24
S00107545,77,10,36,16,15
S00107546,112,25,33,23,31
S00107547,115,49,33,23,10
S00107548,39,6,10,13,10
S00107549,53,12,12,18,11
S00107550,121,20,45,26,30
S00107551,45,6,26,6,7
S00107552,115,19,36,27,33
S00107553,48,5,19,12,12
S00107554,108,27,34,26,21
S00107555,103,10,42,33,18
S00107556,72,2,33,25,12
S00107557,93,13,29,36,15
S00107558,89,11,23,36,19
S00107559,93,5,17,30,41
S00107560,77,16,12,19,30
S00107561,90,7,15,32,36
S00107562,56,5,8,15,28
S00107563,95,13,19,26,37
S00107564,47,6,8,18,15
S00107565,91,21,41,28,1
S00107566,101,37,37,15,12
S00107567,43,14,20,5,4
S00107568,69,19,28,12,10
S00107569,84,28,39,15,2
S00107570,142,70,28,31,13
S00107571,106,31,44,16,15
S00107572,56,19,22,4,11
S00107573,124,45,49,19,11
S00107574,124,29,43,41,11
S00107575,70,32,21,7,10
S00107576,88,15,26,32,15
S00107577,72,20,26,15,11
S00107578,99,64,25,4,6
S00107579,98,62,30,6,0
S00107580,53,15,23,7,8
S00107581,52,18,21,9,4
S00107582,86,47,20,7,12
S00107583,60,38,20,2,0
S00107584,58,18,11,9,20
S00107585,61,36,19,3,3
S00107586,125,14,52,19,40
S00107587,44,4,18,6,16
S00107588,79,20,27,11,21
S00107589,88,3,41,18,26
S00107590,94,31,35,14,14
S00107591,64,4,27,10,23
S00107592,76,33,25,13,5
S00107593,109,44,34,12,19
S00107594,115,46,48,9,12
S00107595,75,30,22,13,10
S00107596,75,27,36,4,8
S00107597,95,53,23,7,12
S00107598,48,7,20,7,14
S00107599,92,30,34,12,16
S00107600,91,3,81,0,7
S00107601,86,17,20,13,36
S00107602,86,36,36,7,7
S00107603,95,56,17,20,2
S00107604,187,103,68,13,3
S00107605,169,86,50,12,21
S00107606,105,45,47,4,9
S00107607,76,1,17,22,36
S00107608,75,5,18,22,30
S00107609,83,2,16,20,45
S00107610,95,7,14,3,71
S00107611,76,4,10,23,39
S00107612,61,20,25,9,7
S00107613,117,30,55,19,13
S00107614,62,28,23,8,3
S00107615,54,19,32,1,2
S00107616,69,21,25,8,15
S00107617,129,50,37,27,15
S00107618,69,24,28,5,12
S00107619,131,47,36,20,28
S00107620,71,26,28,14,3
S00107621,52,3,8,5,36
S00107622,68,0,12,12,44
S00107623,71,10,51,1,9
S00107624,78,14,50,3,11
S00107625,78,36,29,4,9
S00107626,70,23,19,21,7
S00107627,65,16,25,15,9
S00107628,108,39,25,29,15
S00107629,47,17,18,6,6
S00107630,71,4,22,28,17
S00107631,98,19,35,26,18
S00107632,66,27,10,19,10
S00107633,87,22,29,16,20
S00107634,71,39,21,7,4
S00107635,90,25,36,18,11
S00107636,74,28,28,9,9
S00107637,110,24,46,17,23
S00107638,66,24,16,20,6
S00107639,46,9,13,17,7
S00107640,63,14,16,15,18
S00107641,119,5,30,52,32
S00107642,76,24,22,24,6
S00107643,90,22,23,26,19
S00107644,169,43,73,32,21
S00107645,152,41,73,23,15
S00107646,57,18,31,7,1
S00107647,68,17,19,17,15
S00107648,59,19,16,13,11
S00107649,70,9,10,33,18
S00107650,82,16,24,25,17
S00107651,138,21,65,46,6
S00107652,101,42,44,5,10
S00107653,75,6,16,35,18
S00107654,69,5,28,22,14
S00107655,43,3,11,20,9
S00107656,70,29,24,11,6
S00107657,144,44,64,15,21
S00107658,96,32,32,25,7
S00107659,64,7,29,17,11
S00107660,44,1,19,14,10
S00107661,81,13,27,10,31
S00107662,140,53,54,21,12
S00107663,112,55,36,12,9
S00107664,140,49,54,26,11
S00107665,114,47,54,7,6
S00107666,96,38,43,9,6
S00107667,114,62,25,17,10
S00107668,138,52,46,19,21
S00107669,112,51,44,13,4
S00107670,86,35,38,13,0
S00107671,100,38,42,10,10
S00107672,58,17,26,10,5
S00107673,91,24,26,28,13
S00107674,92,10,31,43,8
S00107675,54,14,21,12,7
S00107676,102,23,29,28,22
S00107677,70,16,25,15,14
S00107678,49,15,17,11,6
S00107679,77,4,18,25,30
S00107680,78,8,11,25,34
S00107681,91,8,22,25,36
S00107682,62,12,8,22,20
S00107683,50,23,18,8,1
S00107684,90,9,29,25,27
S00107685,76,13,20,26,17
S00107686,60,8,9,15,28
S00107687,94,21,24,27,22
S00107688,80,18,16,24,22
S00107689,94,12,26,18,38
S00107690,58,0,16,18,24
S00107691,65,3,5,24,33
S00107692,64,4,12,22,26
S00107693,53,2,12,22,17
S00107694,120,14,38,42,26
S00107695,115,0,30,50,35
S00107696,65,1,13,14,37
S00107697,57,4,14,19,20
S00107698,77,18,24,28,7
S00107699,96,18,45,18,15
S00107700,101,2,15,31,53
S00107701,113,3,19,60,31
S00107702,67,9,18,13,27
S00107703,43,2,19,11,11
S00107704,64,11,23,20,10
S00107705,21,1,4,9,7
S00107706,65,4,27,14,20
S00107707,73,18,26,18,11
S00107708,82,8,23,25,26
S00107709,78,10,26,22,20
S00107710,63,0,19,21,23
S00107711,62,7,31,19,5
S00107712,55,19,18,5,13
S00107713,104,15,10,16,63
S00107714,130,5,24,54,47
S00107715,89,9,18,23,39
S00107716,116,3,30,40,43
S00107717,137,27,38,50,22
S00107718,94,4,39,28,23
S00107719,88,6,22,23,37
S00107720,59,6,15,15,23
S00107721,82,3,36,20,23
S00107722,46,2,16,8,20
S00107723,54,0,12,22,20
S00107724,93,6,21,40,26
S00107725,85,6,21,23,35
S00107726,54,2,10,14,28
S00107727,62,27,22,4,9
S00107728,102,27,29,27,19
S00107729,118,33,51,9,25
S00107730,46,9,21,9,7
S00107731,91,23,29,11,28
S00107732,80,13,22,21,24
S00107733,71,9,31,16,15
S00107734,65,10,19,21,15
S00107735,131,18,41,38,34
S00107736,57,7,19,15,16
S00107737,90,10,35,17,28
S00107738,12,0,3,3,6
S00107739,18,0,3,6,9
S00107740,14,2,3,1,8
S00107741,13,0,1,7,5
S00107742,19,2,4,3,10
S00107743,13,1,3,4,5
S00107744,21,1,1,8,11
S00107745,13,1,3,1,8
S00107746,16,1,4,5,6
S00107747,10,0,3,1,6
S00107748,21,0,5,7,9
S00107749,9,1,2,2,4
S00107750,5,0,2,0,3
S00107751,10,0,3,3,4
S00107752,59,10,21,9,19
S00107753,42,8,13,13,8
S00107754,103,18,46,13,26
S00107755,31,11,12,5,3
S00107756,65,18,23,10,14
S00107757,94,9,49,23,13
S00107758,85,3,17,35,30
S00107759,52,7,14,10,21
S00107760,78,9,23,24,22
S00107761,104,5,23,32,44
S00107762,70,8,16,23,23
S00107763,93,12,14,28,39
S00107764,72,4,29,14,25
S00107765,94,6,18,29,41
S00107766,77,0,13,23,41
S00107767,146,1,26,42,77
S00107768,126,5,35,29,57
S00107769,84,2,23,25,34
S00107770,69,4,21,18,26
S00107771,68,2,19,26,21
S00107772,83,6,15,25,37
S00107773,111,2,38,30,41
S00107774,80,8,15,28,29
S00107775,90,10,17,32,31
S00107776,66,6,20,12,28
S00107777,121,6,30,36,49
S00107778,78,5,22,22,29
S00107779,104,0,17,22,65
S00107780,89,6,17,21,45
S00107781,42,3,7,5,27
S00107782,54,3,13,6,32
S00107783,56,0,15,7,34
S00107784,54,2,9,14,29
S00107785,66,4,12,25,25
S00107786,79,1,8,22,48
S00107787,78,14,20,22,22
S00107788,64,7,10,27,20
S00107789,61,5,19,20,17
S00107790,92,9,29,28,26
S00107791,78,0,17,24,37
S00107792,59,7,10,16,26
S00107793,87,5,9,14,59
S00107794,72,1,27,12,32
S00107795,82,17,12,31,22
S00107796,61,17,19,16,9
S00107797,55,5,15,16,19
S00107798,61,0,18,15,28
S00107799,21,0,7,5,9
S00107800,58,5,13,22,18
S00107801,61,29,13,12,7
S00107802,38,4,3,16,15
S00107803,13,3,2,5,3
S00107804,57,15,27,10,5
S00107805,99,9,20,37,33
S00107806,79,11,20,23,25
S00107807,30,8,9,6,7
S00107808,32,2,8,13,9
S00107809,59,4,17,18,20
S00107810,58,4,8,30,16
S00107811,108,16,24,35,33
S00107812,102,10,36,37,19
S00107813,74,7,27,10,30
S00107814,60,3,19,23,15
S00107815,58,8,25,12,13
S00107816,76,22,36,11,7
S00107817,52,27,19,4,2
S00107818,78,10,25,34,9
S00107819,45,8,20,9,8
S00107820,50,14,15,10,11
S00107821,73,8,22,23,20
S00107822,51,4,18,11,18
S00107823,62,3,20,10,29
S00107824,73,30,31,9,3
S00107825,64,12,24,15,13
S00107826,60,16,18,18,8
S00107827,55,17,12,18,8
S00107828,111,31,51,16,13
S00107829,60,32,20,7,1
S00107830,68,17,16,20,15
S00107831,91,21,35,19,16
S00107832,62,9,35,13,5
S00107833,79,32,25,11,11
S00107834,15,5,5,3,2
S00107835,55,12,12,20,11
S00107836,50,14,9,22,5
S00107837,69,18,31,10,10
S00107838,84,40,25,15,4
S00107839,81,45,23,7,6
S00107840,111,54,37,18,2
S00107841,59,35,14,7,3
S00107842,60,24,20,11,5
S00107843,85,29,19,11,26
S00107844,50,23,18,7,2
S00107845,47,27,15,5,0
S00107846,64,27,22,5,10
S00107847,80,27,29,7,17
S00107848,68,46,18,2,2
S00107849,86,33,30,13,10
S00107850,76,35,30,7,4
S00107851,51,13,21,7,10
S00107852,57,21,23,8,5
S00107853,52,21,21,6,4
S00107854,81,20,21,23,17
S00107855,48,8,23,8,9
S00107856,83,36,25,11,11
S00107857,70,8,34,19,9
S00107858,44,9,23,6,6
S00107859,57,6,20,12,19
S00107860,59,0,9,12,38
S00107861,63,4,4,21,34
S00107862,55,2,9,18,26
S00107863,80,10,22,21,27
S00107864,81,30,21,23,7
S00107865,77,12,40,20,5
S00107866,67,3,22,18,24
S00107867,97,1,25,16,55
S00107868,42,1,11,6,24
S00107869,90,2,15,25,48
S00107870,91,2,20,15,54
S00107871,62,1,14,11,36
S00107872,73,2,25,16,30
S00107873,46,2,18,13,13
S00107874,77,0,9,29,39
S00107875,61,1,9,13,38
S00107876,43,0,17,6,20
S00107877,73,6,7,19,41
S00107878,40,1,10,12,17
S00107879,44,4,13,6,21
S00107880,99,4,28,18,49
S00107881,52,1,17,12,22
S00107882,47,1,3,7,36
S00107883,55,1,12,12,30
S00107884,85,3,21,40,21
S00107885,68,1,10,17,40
S00107886,104,4,15,31,54
S00107887,101,16,44,26,15
S00107888,106,12,50,25,19
S00107889,95,10,18,29,38
S00107890,8,0,0,4,4
S00107891,64,3,15,15,31
S00107892,56,1,13,14,28
S00107893,68,3,11,16,38
S00107894,52,7,15,19,11
S00107895,52,7,8,10,27
S00107896,43,2,7,18,16
S00107897,70,7,15,15,33
S00107898,44,2,11,7,24
S00107899,48,2,15,12,19
S00107900,42,1,12,4,25
S00107901,55,2,6,17,30
S00107902,48,0,7,21,20
S00107903,82,3,32,18,29
S00107904,81,15,29,17,20
S00107905,74,6,13,16,39
S00107906,69,7,30,15,17
S00107907,59,17,26,11,5
S00107908,50,21,8,16,5
S00107909,91,13,39,22,17
S00107910,86,19,37,19,11
S00107911,77,8,26,14,29
S00107912,100,18,31,28,23
S00107913,53,4,7,16,26
S00107914,98,24,25,23,26
S00107915,70,9,20,15,26
S00107916,76,4,21,26,25
S00107917,36,3,13,10,10
S00107918,111,12,35,30,34
S00107919,86,6,18,21,41
S00107920,62,4,17,20,21
S00107921,42,9,13,8,12
S00107922,98,10,35,20,33
S00107923,105,9,32,29,35
S00107924,79,3,19,27,30
S00107925,67,6,21,17,23
S00107926,71,0,30,22,19
S00107927,58,2,15,13,28
S00107928,129,6,25,37,61
S00107929,106,10,21,15,60
S00107930,117,0,16,47,54
S00107931,73,3,9,26,35
S00107932,70,9,25,12,24
S00107933,79,2,19,26,32
S00107934,86,2,24,30,30
S00107935,70,9,23,14,24
S00107936,49,1,25,12,11
S00107937,108,16,41,23,28
S00107938,58,3,22,15,18
S00107939,109,9,33,31,36
S00107940,52,0,4,25,23
S00107941,48,2,13,18,15
S00107942,119,24,39,38,18
S00107943,95,24,39,14,18
S00107944,98,21,35,17,25
S00107945,65,21,15,16,13
S00107946,62,13,26,13,10
S00107947,79,22,33,21,3
S00107948,78,6,18,40,14
S00107949,66,10,27,18,11
S00107950,55,11,26,12,6
S00107951,101,3,15,34,49
S00107952,71,3,23,13,32
S00107953,60,10,7,18,25
S00107954,74,2,27,18,27
S00107955,62,6,32,12,12
S00107956,48,3,17,8,20
S00107957,71,14,23,14,20
S00107958,48,0,11,17,20
S00107959,74,3,25,23,23
S00107960,84,2,18,29,35
S00107961,50,2,19,19,10
S00107962,56,5,15,6,30
S00107963,58,10,17,7,24
S00107964,59,6,25,14,14
S00107965,68,2,17,21,28
S00107966,52,6,19,14,13
S00107967,96,4,21,21,50
S00107968,78,4,26,19,29
S00107969,109,10,44,41,14
S00107970,51,3,21,10,17
S00107971,68,11,23,10,24
S00107972,84,6,15,20,43
S00107973,58,2,21,14,21
S00107974,73,7,16,17,33
S00107975,51,4,8,16,23
S00107976,39,10,11,10,8
S00107977,36,10,8,13,5
S00107978,34,4,15,1,14
S00107979,56,8,12,22,14
S00107980,55,6,10,17,22
S00107981,57,2,21,14,20
S00107982,49,2,18,21,8
S00107983,76,1,21,30,24
S00107984,64,5,21,12,26
S00107985,64,0,20,15,29
S00107986,75,3,24,17,31
S00107987,52,7,16,7,22
S00107988,57,6,13,16,22
S00107989,66,1,12,14,39
S00107990,62,2,17,23,20
S00107991,86,4,15,17,50
S00107992,72,7,23,16,26
S00107993,64,2,23,8,31
S00107994,77,6,23,11,37
S00107995,65,3,16,17,29
S00107996,69,2,16,23,28
S00107997,67,4,17,18,28
S00107998,73,4,15,28,26
S00107999,63,2,17,24,20
S00108000,39,2,15,1,21
S00108001,99,3,25,21,50
S00108002,63,0,9,18,36
S00108003,70,6,20,29,15
S00108004,99,14,29,24,32
S00108005,68,0,6,20,42
S00108006,68,0,13,16,39
S00108007,73,5,24,21,23
S00108008,38,1,6,14,17
S00108009,76,5,9,24,38
S00108010,69,8,26,21,14
S00108011,81,5,18,18,40
S00108012,70,7,16,31,16
S00108013,63,1,11,26,25
S00108014,65,0,6,17,42
S00108015,73,4,16,21,32
S00108016,52,0,5,7,40
S00108017,66,11,19,27,9
S00108018,75,6,14,25,30
S00108019,108,6,33,30,39
S00108020,87,1,32,25,29
S00108021,64,5,12,20,27
S00108022,37,1,14,16,6
S00108023,87,14,30,25,18
S00108024,70,7,35,15,13
S00108025,50,8,21,10,11
S00108026,92,12,42,16,22
S00108027,40,1,10,8,21
S00108028,65,9,30,10,16
S00108029,53,3,14,14,22
S00108030,126,36,47,23,20
S00108031,88,5,35,24,24
S00108032,54,6,23,13,12
S00108033,67,4,27,20,16
S00108034,51,5,22,15,9
S00108035,94,13,33,26,22
S00108036,40,3,16,4,17
S00108037,91,8,14,28,41
S00108038,73,1,28,22,22
S00108039,66,2,9,15,40
S00108040,118,29,34,32,23
S00108041,43,5,26,7,5
S00108042,71,9,26,12,24
S00108043,84,22,20,16,26
S00108044,36,2,7,8,19
S00108045,64,3,21,15,25
S00108046,83,12,20,13,38
S00108047,109,4,36,12,57
S00108048,104,9,30,23,42
S00108049,69,3,17,9,40
S00108050,56,2,14,15,25
S00108051,49,1,17,19,12
S00108052,106,3,26,30,47
S00108053,92,2,13,20,57
S00108054,77,1,17,18,41
S00108055,72,2,16,14,40
S00108056,77,2,24,17,34
S00108057,115,9,20,31,55
S00108058,64,1,10,22,31
S00108059,79,2,16,20,41
S00108060,55,2,16,16,21
S00108061,89,7,20,13,49
S00108062,84,3,21,16,44
S00108063,22,2,10,6,4
S00108064,39,0,14,10,15
S00108065,28,2,6,4,16
S00108066,79,7,27,19,26
S00108067,60,1,18,15,26
S00108068,53,2,9,12,30
S00108069,45,0,7,12,26
S00108070,47,0,12,13,22
S00108071,53,0,7,12,34
S00108072,63,3,8,15,37
S00108073,49,3,24,11,11
S00108074,71,4,24,11,32
S00108075,57,3,11,14,29
S00108076,54,3,4,27,20
S00108077,96,4,28,19,45
S00108078,75,1,20,20,34
S00108079,86,0,20,12,54
S00108080,91,11,19,22,39
S00108081,84,4,20,24,36
S00108082,96,20,23,27,26
S00108083,57,4,25,6,22
S00108084,61,9,27,12,13
S00108085,66,9,19,17,21
S00108086,73,4,24,26,19
S00108087,68,2,17,20,29
S00108088,112,20,32,36,24
S00108089,32,0,9,11,12
S00108090,77,15,24,14,24
S00108091,60,3,15,16,26
S00108092,90,10,18,22,40
S00108093,68,6,16,21,25
S00108094,68,0,23,23,22
S00108095,34,0,3,11,20
S00108096,98,3,29,28,38
S00108097,67,11,27,19,10
S00108098,65,8,13,29,15
S00108099,51,5,16,12,18
S00108100,61,6,9,22,24
S00108101,65,6,29,17,13
S00108102,68,9,10,27,22
S00108103,64,3,16,24,21
S00108104,83,5,27,19,32
S00108105,81,12,14,27,28
S00108106,69,5,15,26,23
S00108107,54,0,24,10,20
S00108108,75,2,32,31,10
S00108109,40,3,11,18,8
S00108110,75,9,23,16,27
S00108111,54,4,17,12,21
S00108112,60,10,33,12,5
S00108113,57,10,19,12,16
S00108114,96,9,21,19,47
S00108115,67,15,12,18,22
S00108116,114,5,32,45,32
S00108117,85,9,6,24,46
S00108118,100,3,22,31,44
S00108119,38,0,12,9,17
S00108120,59,6,11,12,30
S00108121,50,0,8,30,12
S00108122,81,2,9,30,40
S00108123,74,22,21,15,16
S00108124,45,14,18,5,8
S00108125,46,4,4,18,20
S00108126,57,8,12,15,22
S00108127,75,5,31,16,23
S00108128,63,0,18,26,19
S00108129,76,0,31,28,17
S00108130,79,5,14,26,34
S00108131,60,0,17,20,23
S00108132,51,6,9,14,22
S00108133,105,61,23,17,4
S00108134,42,2,20,3,17
S00108135,60,6,15,12,27
S00108136,76,5,30,32,9
S00108137,50,12,4,15,19
S00108138,131,34,42,30,25
S00108139,89,6,15,46,22
S00108140,60,10,18,13,19
S00108141,85,10,13,31,31
S00108142,78,25,28,18,7
S00108143,132,52,47,22,11
S00108144,59,22,15,13,9
S00108145,88,27,33,17,11
S00108146,107,39,32,23,13
S00108147,120,45,46,25,4
S00108148,98,34,41,9,14
S00108149,183,63,72,34,14
S00108150,90,25,42,15,8
S00108151,63,12,23,23,5
S00108152,70,8,25,20,17
S00108153,72,8,30,14,20
S00108154,124,12,37,46,29
S00108155,115,9,38,43,25
S00108156,71,7,32,13,19
S00108157,78,25,19,25,9
S00108158,58,4,23,22,9
S00108159,108,31,31,26,20
S00108160,92,28,43,15,6
S00108161,63,2,22,21,18
S00108162,85,18,34,26,7
S00108163,76,7,31,16,22
S00108164,124,23,48,22,31
S00108165,68,17,33,8,10
S00108166,88,26,33,20,9
S00108167,51,4,23,16,8
S00108168,107,32,46,19,10
S00108169,63,18,31,7,7
S00108170,71,27,19,20,5
S00108171,48,2,13,18,15
S00108172,57,7,21,17,12
S00108173,60,1,34,15,10
S00108174,49,19,20,1,9
S00108175,98,18,40,29,11
S00108176,63,10,29,11,13
S00108177,79,21,41,8,9
S00108178,85,13,36,12,24
S00108179,86,30,36,10,10
S00108180,94,27,47,11,9
S00108181,148,22,76,32,18
S00108182,92,28,30,19,15
S00108183,90,22,38,14,16
S00108184,86,14,38,13,21
S00108185,100,19,34,33,14
S00108186,97,44,21,22,10
S00108187,106,14,53,26,13
S00108188,122,17,43,30,32
S00108189,37,13,11,11,2
S00108190,39,13,10,7,9
S00108191,66,21,25,6,14
S00108192,75,3,24,18,30
S00108193,39,24,6,4,5
S00108194,126,34,44,33,15
S00108195,53,13,19,8,13
S00108196,51,4,9,23,15
S00108197,87,39,19,17,12
S00108198,85,11,29,34,11
S00108199,85,7,46,23,9
S00108200,29,0,4,14,11
S00108201,84,5,15,18,46
S00108202,72,31,21,13,7
S00108203,68,18,23,12,15
S00108204,85,0,27,22,36
S00108205,80,2,14,24,40
S00108206,89,0,15,30,44
S00108207,100,3,15,29,53
S00108208,29,3,12,3,11
S00108209,34,5,13,15,1
S00108210,64,1,11,29,23
S00108211,69,4,21,20,24
S00108212,72,0,6,20,46
S00108213,68,13,32,15,8
S00108214,47,8,19,7,13
S00108215,48,6,23,5,14
S00108216,81,9,22,28,22
S00108217,145,36,66,24,19
S00108218,61,9,26,7,19
S00108219,72,22,21,21,8
S00108220,88,7,26,33,22
S00108221,106,46,40,11,9
S00108222,42,4,18,12,8
S00108223,32,3,9,8,12
S00108224,32,9,12,6,5
S00108225,74,31,29,12,2
S00108226,48,20,13,6,9
S00108227,67,21,33,9,4
S00108228,71,31,13,20,7
S00108229,75,28,29,12,6
S00108230,99,42,31,13,13
S00108231,67,18,32,14,3
S00108232,51,6,17,13,15
S00108233,80,10,29,17,24
S00108234,79,0,23,21,35
S00108235,67,2,14,25,26
S00108236,72,0,20,27,25
S00108237,126,12,31,47,36
S00108238,147,7,34,51,55
S00108239,86,0,14,32,40
S00108240,75,2,18,17,38
S00108241,86,3,12,28,43
S00108242,98,2,18,35,43
S00108243,95,2,8,43,42
S00108244,112,0,44,26,42
S00108245,130,3,40,31,56
S00108246,61,10,16,23,12
S00108247,108,33,43,26,6
S00108248,78,6,12,30,30
S00108249,106,8,38,34,26
S00108250,72,8,12,25,27
S00108251,113,18,51,28,16
S00108252,58,8,23,11,16
S00108253,89,26,33,16,14
S00108254,111,42,51,12,6
S00108255,92,35,43,7,7
S00108256,70,5,31,24,10
S00108257,133,39,66,19,9
S00108258,61,11,17,11,22
S00108259,48,7,11,18,12
S00108260,79,23,28,8,20
S00108261,79,20,26,24,9
S00108262,87,39,26,18,4
S00108263,68,8,19,17,24
S00108264,83,16,17,21,29
S00108265,53,2,19,12,20
S00108266,77,7,26,30,14
S00108267,30,3,11,11,5
S00108268,36,3,18,6,9
S00108269,54,3,4,16,31
S00108270,81,17,20,22,22
S00108271,85,15,22,32,16
S00108272,91,17,35,27,12
S00108273,93,20,35,23,15
S00108274,77,16,35,14,12
S00108275,79,22,34,14,9
S00108276,53,5,13,12,23
S00108277,82,11,26,14,31
S00108278,81,11,29,25,16
S00108279,77,12,28,25,12
S00108280,102,11,28,39,24
S00108281,76,7,13,23,33
S00108282,70,2,18,21,29
S00108283,52,7,32,6,7
S00108284,105,13,48,26,18
S00108285,98,7,45,26,20
S00108286,99,29,29,27,14
S00108287,101,37,43,13,8
S00108288,94,24,25,37,8
S00108289,33,7,15,9,2
S00108290,57,6,14,14,23
S00108291,60,33,16,10,1
S00108292,70,20,26,18,6
S00108293,68,14,21,16,17
S00108294,102,6,31,20,45
S00108295,57,8,22,20,7
S00108296,84,20,30,20,14
S00108297,69,12,25,20,12
S00108298,44,3,8,11,22
S00108299,60,5,31,7,17
S00108300,137,12,43,40,42
S00108301,91,5,34,19,33
S00108302,65,3,27,19,16
S00108303,69,7,31,13,18
S00108304,98,26,50,7,15
S00108305,153,29,60,41,23
S00108306,67,10,15,16,26
S00108307,88,17,40,16,15
S00108308,81,19,30,21,11
S00108309,103,30,28,28,17
S00108310,47,12,19,9,7
S00108311,63,5,27,23,8
S00108312,65,12,26,20,7
S00108313,81,5,18,21,37
S00108314,99,18,15,24,42
S00108315,112,0,15,49,48
S00108316,64,5,12,15,32
S00108317,64,3,23,14,24
S00108318,79,3,16,38,22
S00108319,95,2,15,33,45
S00108320,73,12,12,26,23
S00108321,63,4,10,27,22
S00108322,87,9,25,30,23
S00108323,104,5,30,28,41
S00108324,100,8,26,26,40
